key,keydown_time,keyup_time
delete,2021-04-11 13:56:40.671903+00:00,2021-04-11 13:56:40.758853+00:00
alt,2021-04-11 13:56:41.987240+00:00,2021-04-11 13:56:42.138290+00:00
tab,2021-04-11 13:56:42.095886+00:00,2021-04-11 13:56:42.202133+00:00
alt,2021-04-11 13:57:13.986145+00:00,2021-04-11 13:57:14.132684+00:00
tab,2021-04-11 13:57:14.068341+00:00,2021-04-11 13:57:14.198929+00:00
tab,2021-04-11 13:57:14.845137+00:00,2021-04-11 13:57:14.972783+00:00
tab,2021-04-11 13:57:15.077767+00:00,2021-04-11 13:57:15.247838+00:00
tab,2021-04-11 13:57:16.106928+00:00,2021-04-11 13:57:16.260641+00:00
alt,2021-04-11 13:57:14.801189+00:00,2021-04-11 13:57:16.454902+00:00
c,2021-04-11 13:57:18.786577+00:00,2021-04-11 13:57:18.891823+00:00
ctrl,2021-04-11 13:57:18.633178+00:00,2021-04-11 13:57:18.913880+00:00
alt,2021-04-11 13:57:19.098386+00:00,2021-04-11 13:57:19.273749+00:00
tab,2021-04-11 13:57:19.184787+00:00,2021-04-11 13:57:19.321004+00:00
tab,2021-04-11 13:57:19.805913+00:00,2021-04-11 13:57:19.910177+00:00
tab,2021-04-11 13:57:19.994230+00:00,2021-04-11 13:57:20.121805+00:00
alt,2021-04-11 13:57:19.762473+00:00,2021-04-11 13:57:20.339216+00:00
v,2021-04-11 13:57:21.707592+00:00,2021-04-11 13:57:21.772087+00:00
ctrl,2021-04-11 13:57:21.492041+00:00,2021-04-11 13:57:22.108946+00:00
alt,2021-04-11 13:57:22.364389+00:00,2021-04-11 13:57:22.557933+00:00
tab,2021-04-11 13:57:22.471651+00:00,2021-04-11 13:57:22.602390+00:00
alt,2021-04-11 13:57:33.875394+00:00,2021-04-11 13:57:34.023909+00:00
tab,2021-04-11 13:57:33.959349+00:00,2021-04-11 13:57:34.086924+00:00
tab,2021-04-11 13:57:34.713999+00:00,2021-04-11 13:57:34.842440+00:00
tab,2021-04-11 13:57:34.928943+00:00,2021-04-11 13:57:35.060768+00:00
alt,2021-04-11 13:57:34.649991+00:00,2021-04-11 13:57:35.813107+00:00
shift,2021-04-11 13:57:37.600355+00:00,2021-04-11 13:57:38.026009+00:00
i,2021-04-11 13:57:38.147125+00:00,2021-04-11 13:57:38.233999+00:00
n,2021-04-11 13:57:38.390207+00:00,2021-04-11 13:57:38.495301+00:00
u,2021-04-11 13:57:38.575666+00:00,2021-04-11 13:57:38.659769+00:00
x,2021-04-11 13:57:38.702205+00:00,2021-04-11 13:57:38.833436+00:00
alt,2021-04-11 13:58:42.597560+00:00,2021-04-11 13:58:42.746650+00:00
tab,2021-04-11 13:58:42.660770+00:00,2021-04-11 13:58:42.833614+00:00
tab,2021-04-11 13:58:44.378221+00:00,2021-04-11 13:58:44.530779+00:00
tab,2021-04-11 13:58:44.638054+00:00,2021-04-11 13:58:44.809344+00:00
alt,2021-04-11 13:58:44.333923+00:00,2021-04-11 13:58:45.363225+00:00
tab,2021-04-11 13:58:45.214113+00:00,2021-04-11 13:58:45.405432+00:00
delete,2021-04-11 13:58:48.110622+00:00,2021-04-11 13:58:48.176289+00:00
alt,2021-04-11 13:58:49.731669+00:00,2021-04-11 13:58:49.905975+00:00
tab,2021-04-11 13:58:49.796004+00:00,2021-04-11 13:58:49.967846+00:00
tab,2021-04-11 13:58:50.642215+00:00,2021-04-11 13:58:50.794255+00:00
tab,2021-04-11 13:58:50.900215+00:00,2021-04-11 13:58:51.052144+00:00
alt,2021-04-11 13:58:50.598687+00:00,2021-04-11 13:58:51.225113+00:00
backspace,2021-04-11 13:59:34.137846+00:00,2021-04-11 13:59:34.245045+00:00
tab,2021-04-11 13:59:37.398085+00:00,2021-04-11 13:59:37.526431+00:00
tab,2021-04-11 13:59:38.358974+00:00,2021-04-11 13:59:38.549978+00:00
tab,2021-04-11 13:59:38.656827+00:00,2021-04-11 13:59:38.786335+00:00
tab,2021-04-11 13:59:38.889659+00:00,2021-04-11 13:59:38.994948+00:00
tab,2021-04-11 13:59:39.079251+00:00,2021-04-11 13:59:39.206427+00:00
tab,2021-04-11 13:59:39.317964+00:00,2021-04-11 13:59:39.443628+00:00
tab,2021-04-11 13:59:39.527038+00:00,2021-04-11 13:59:39.638537+00:00
tab,2021-04-11 13:59:39.749911+00:00,2021-04-11 13:59:39.856493+00:00
tab,2021-04-11 13:59:39.921487+00:00,2021-04-11 13:59:40.070525+00:00
alt,2021-04-11 13:59:37.290001+00:00,2021-04-11 13:59:40.114163+00:00
c,2021-04-11 13:59:44.421443+00:00,2021-04-11 13:59:44.554890+00:00
ctrl,2021-04-11 13:59:44.228262+00:00,2021-04-11 13:59:44.578175+00:00
alt,2021-04-11 13:59:44.849529+00:00,2021-04-11 13:59:45.021149+00:00
tab,2021-04-11 13:59:44.935660+00:00,2021-04-11 13:59:45.064178+00:00
v,2021-04-11 13:59:46.192087+00:00,2021-04-11 13:59:46.303131+00:00
ctrl,2021-04-11 13:59:45.786476+00:00,2021-04-11 13:59:46.324696+00:00
alt,2021-04-11 14:00:14.062229+00:00,2021-04-11 14:00:14.214699+00:00
tab,2021-04-11 14:00:14.167220+00:00,2021-04-11 14:00:14.298356+00:00
alt,2021-04-11 14:00:14.773077+00:00,2021-04-11 14:00:14.943304+00:00
tab,2021-04-11 14:00:14.834330+00:00,2021-04-11 14:00:14.985973+00:00
alt,2021-04-11 14:00:21.541933+00:00,2021-04-11 14:00:21.713992+00:00
tab,2021-04-11 14:00:21.628280+00:00,2021-04-11 14:00:21.800284+00:00
v,2021-04-11 14:00:23.151671+00:00,2021-04-11 14:00:23.302902+00:00
ctrl,2021-04-11 14:00:22.873965+00:00,2021-04-11 14:00:23.325112+00:00
v,2021-04-11 14:03:48.986339+00:00,2021-04-11 14:03:49.095939+00:00
e,2021-04-11 14:03:49.117868+00:00,2021-04-11 14:03:49.291390+00:00
r,2021-04-11 14:03:49.204629+00:00,2021-04-11 14:03:49.292323+00:00
s,2021-04-11 14:03:49.506883+00:00,2021-04-11 14:03:49.613720+00:00
i,2021-04-11 14:03:49.863213+00:00,2021-04-11 14:03:49.926525+00:00
o,2021-04-11 14:03:49.986852+00:00,2021-04-11 14:03:50.074531+00:00
n,2021-04-11 14:03:50.185769+00:00,2021-04-11 14:03:50.273962+00:00
1,2021-04-11 14:03:50.698216+00:00,2021-04-11 14:03:50.805841+00:00
backspace,2021-04-11 14:03:51.123484+00:00,2021-04-11 14:03:51.275778+00:00
space,2021-04-11 14:03:51.312666+00:00,2021-04-11 14:03:51.459206+00:00
0,2021-04-11 14:03:51.622341+00:00,2021-04-11 14:03:51.703981+00:00
1,2021-04-11 14:03:51.764696+00:00,2021-04-11 14:03:51.870850+00:00
backspace,2021-04-11 14:03:52.550691+00:00,2021-04-11 14:03:52.656273+00:00
backspace,2021-04-11 14:03:52.731292+00:00,2021-04-11 14:03:52.794786+00:00
backspace,2021-04-11 14:03:52.888053+00:00,2021-04-11 14:03:52.956467+00:00
1,2021-04-11 14:03:53.090292+00:00,2021-04-11 14:03:53.219936+00:00
backspace,2021-04-11 14:03:54.467297+00:00,2021-04-11 14:03:54.597300+00:00
0,2021-04-11 14:03:54.740827+00:00,2021-04-11 14:03:54.825970+00:00
1,2021-04-11 14:03:54.865124+00:00,2021-04-11 14:03:54.973755+00:00
backspace,2021-04-11 14:03:57.444684+00:00,2021-04-11 14:03:57.548121+00:00
backspace,2021-04-11 14:03:57.634719+00:00,2021-04-11 14:03:57.719116+00:00
space,2021-04-11 14:03:57.852897+00:00,2021-04-11 14:03:58.002395+00:00
1,2021-04-11 14:03:58.023862+00:00,2021-04-11 14:03:58.156266+00:00
left,2021-04-11 14:03:59.797171+00:00,2021-04-11 14:03:59.903888+00:00
0,2021-04-11 14:04:00.179703+00:00,2021-04-11 14:04:00.264398+00:00
